step,weight:l:0:0:0, weight:l:0:0:1, weight:l:0:0:2, weight:l:0:1:0, weight:l:0:1:1, weight:l:0:1:2, bias:l:0:0, bias:l:0:1, bias:l:0:2, weight:l:1:0:0, weight:l:1:0:1, weight:l:1:0:2, weight:l:1:1:0, weight:l:1:1:1, weight:l:1:1:2, weight:l:1:2:0, weight:l:1:2:1, weight:l:1:2:2, bias:l:1:0, bias:l:1:1, bias:l:1:2, weight:l:2:0:0, weight:l:2:0:1, weight:l:2:0:2, weight:l:2:1:0, weight:l:2:1:1, weight:l:2:1:2, weight:l:2:2:0, weight:l:2:2:1, weight:l:2:2:2, bias:l:2:0, bias:l:2:1, bias:l:2:2, weight:l:3:0:0, weight:l:3:1:0, weight:l:3:2:0, bias:l:3:0, error
579,6.29822, -2.6381, 3.60365, -0.199373, 4.25872, 4.1296, -2.83033, -3.07798, -1.88113, 4.38522, -3.63624, 4.28711, -0.997007, 3.29807, 1.65218, 0.918126, 1.74774, 3.66558, -2.36061, -3.04001, -3.01232, 4.65017, 0.920716, 1.54823, -2.44031, 2.29572, 3.09379, 2.03194, 3.33552, 5.25229, -2.617, -1.28524, -2.88634, -3.05929, 1.8354, 4.67719, -3.56047, 0.259609
589,6.30143, -2.64794, 3.61107, -0.200107, 4.25807, 4.13112, -2.8321, -3.08068, -1.87992, 4.39109, -3.6435, 4.29488, -1.0001, 3.30544, 1.65085, 0.919192, 1.75023, 3.67063, -2.35993, -3.0424, -3.01811, 4.65996, 0.933919, 1.56039, -2.45071, 2.2962, 3.09489, 2.03061, 3.35106, 5.26759, -2.60826, -1.28699, -2.89103, -3.08127, 1.84594, 4.70049, -3.57638, 0.259452
599,6.30455, -2.65749, 3.61829, -0.20083, 4.2575, 4.13259, -2.8338, -3.08326, -1.87878, 4.39682, -3.65055, 4.30244, -1.00314, 3.31261, 1.64953, 0.920209, 1.75266, 3.67552, -2.35925, -3.04473, -3.02377, 4.66956, 0.946819, 1.57226, -2.46087, 2.29665, 3.09594, 2.02934, 3.36622, 5.2825, -2.59959, -1.28871, -2.89556, -3.10264, 1.85622, 4.72314, -3.59179, 0.259304
609,6.3076, -2.66677, 3.62532, -0.201541, 4.25698, 4.134, -2.83546, -3.08572, -1.87768, 4.4024, -3.6574, 4.30978, -1.00613, 3.31961, 1.64822, 0.921178, 1.75503, 3.68024, -2.35858, -3.047, -3.02929, 4.67897, 0.959427, 1.58385, -2.4708, 2.29707, 3.09695, 2.02813, 3.38102, 5.29703, -2.59099, -1.2904, -2.89994, -3.12342, 1.86626, 4.74517, -3.60674, 0.259164
619,6.31056, -2.67578, 3.63216, -0.202243, 4.25653, 4.13536, -2.83707, -3.08806, -1.87663, 4.40785, -3.66406, 4.31693, -1.00908, 3.32643, 1.64692, 0.922102, 1.75736, 3.6848, -2.35792, -3.04922, -3.03467, 4.6882, 0.971753, 1.59517, -2.48051, 2.29747, 3.09791, 2.02698, 3.39547, 5.31119, -2.58247, -1.29206, -2.90418, -3.14365, 1.87605, 4.7666, -3.62124, 0.259031
629,6.31345, -2.68454, 3.63882, -0.202934, 4.25613, 4.13667, -2.83862, -3.09031, -1.87563, 4.41316, -3.67054, 4.32389, -1.01199, 3.33308, 1.64562, 0.922982, 1.75963, 3.68923, -2.35726, -3.05138, -3.03993, 4.69724, 0.98381, 1.60623, -2.49001, 2.29784, 3.09884, 2.02588, 3.40958, 5.32501, -2.57402, -1.29369, -2.90828, -3.16336, 1.88561, 4.78747, -3.63532, 0.258905
639,6.31627, -2.69307, 3.64532, -0.203618, 4.25579, 4.13794, -2.84013, -3.09245, -1.87466, 4.41835, -3.67685, 4.33067, -1.01486, 3.33957, 1.64434, 0.92382, 1.76185, 3.69351, -2.35661, -3.0535, -3.04507, 4.70612, 0.995607, 1.61704, -2.49931, 2.29819, 3.09973, 2.02483, 3.42338, 5.33849, -2.56564, -1.2953, -2.91225, -3.18256, 1.89496, 4.8078, -3.64899, 0.258785
649,6.31902, -2.70136, 3.65166, -0.204293, 4.25549, 4.13916, -2.8416, -3.0945, -1.87373, 4.42341, -3.68299, 4.33728, -1.01768, 3.34592, 1.64307, 0.924618, 1.76403, 3.69767, -2.35597, -3.05557, -3.0501, 4.71483, 1.00715, 1.62762, -2.50842, 2.29852, 3.10058, 2.02382, 3.43686, 5.35165, -2.55733, -1.29688, -2.9161, -3.20129, 1.9041, 4.82762, -3.66228, 0.258672
659,6.3217, -2.70945, 3.65784, -0.204961, 4.25524, 4.14034, -2.84302, -3.09647, -1.87283, 4.42836, -3.68898, 4.34373, -1.02047, 3.35212, 1.64181, 0.925378, 1.76616, 3.7017, -2.35533, -3.05759, -3.055, 4.72338, 1.01846, 1.63797, -2.51734, 2.29883, 3.1014, 2.02285, 3.45004, 5.36451, -2.5491, -1.29843, -2.91983, -3.21956, 1.91304, 4.84694, -3.67521, 0.258564
669,6.32432, -2.71733, 3.66388, -0.205622, 4.25502, 4.14149, -2.8444, -3.09835, -1.87196, 4.4332, -3.69481, 4.35003, -1.02322, 3.35818, 1.64056, 0.926101, 1.76824, 3.70561, -2.35469, -3.05957, -3.0598, 4.73178, 1.02953, 1.6481, -2.52608, 2.29912, 3.10219, 2.02191, 3.46294, 5.37707, -2.54095, -1.29996, -2.92344, -3.2374, 1.92178, 4.86579, -3.68778, 0.258461
679,6.32688, -2.72501, 3.66978, -0.206277, 4.25485, 4.14259, -2.84574, -3.10016, -1.87112, 4.43793, -3.70051, 4.35617, -1.02593, 3.3641, 1.63931, 0.926788, 1.77029, 3.70941, -2.35406, -3.06151, -3.06449, 4.74003, 1.04038, 1.65801, -2.53465, 2.29939, 3.10295, 2.02102, 3.47557, 5.38935, -2.53286, -1.30147, -2.92696, -3.25483, 1.93034, 4.8842, -3.70002, 0.258363
689,6.32939, -2.7325, 3.67555, -0.206927, 4.25471, 4.14366, -2.84704, -3.10189, -1.8703, 4.44256, -3.70608, 4.36218, -1.02861, 3.3699, 1.63808, 0.927442, 1.77229, 3.7131, -2.35343, -3.0634, -3.06908, 4.74813, 1.05101, 1.66773, -2.54306, 2.29964, 3.10369, 2.02015, 3.48793, 5.40136, -2.52485, -1.30295, -2.93037, -3.27186, 1.93873, 4.90217, -3.71194, 0.258269
699,6.33184, -2.73981, 3.6812, -0.207571, 4.25461, 4.1447, -2.84831, -3.10355, -1.86951, 4.44709, -3.71151, 4.36804, -1.03125, 3.37558, 1.63686, 0.928063, 1.77426, 3.7167, -2.3528, -3.06526, -3.07357, 4.75609, 1.06144, 1.67725, -2.55131, 2.29988, 3.10439, 2.01932, 3.50003, 5.41311, -2.5169, -1.30441, -2.93368, -3.28851, 1.94694, 4.91973, -3.72355, 0.258179
709,6.33423, -2.74696, 3.68672, -0.20821, 4.25454, 4.1457, -2.84954, -3.10515, -1.86874, 4.45152, -3.71682, 4.37378, -1.03386, 3.38114, 1.63565, 0.928652, 1.77618, 3.72019, -2.35218, -3.06708, -3.07796, 4.76392, 1.07166, 1.68658, -2.5594, 2.3001, 3.10507, 2.01851, 3.51189, 5.42461, -2.50903, -1.30584, -2.9369, -3.30479, 1.95499, 4.93689, -3.73487, 0.258094
719,6.33657, -2.75393, 3.69212, -0.208844, 4.25449, 4.14667, -2.85074, -3.10669, -1.86799, 4.45586, -3.72201, 4.3794, -1.03644, 3.38659, 1.63444, 0.929212, 1.77808, 3.72359, -2.35156, -3.06887, -3.08226, 4.77161, 1.08169, 1.69573, -2.56736, 2.30032, 3.10573, 2.01773, 3.52351, 5.43587, -2.50123, -1.30726, -2.94003, -3.32073, 1.96289, 4.95366, -3.7459, 0.258012
729,6.33887, -2.76075, 3.69742, -0.209474, 4.25448, 4.14762, -2.85191, -3.10817, -1.86726, 4.46011, -3.72709, 4.38489, -1.03899, 3.39192, 1.63325, 0.929742, 1.77993, 3.7269, -2.35094, -3.07062, -3.08648, 4.77918, 1.09154, 1.70471, -2.57517, 2.30051, 3.10636, 2.01698, 3.53491, 5.4469, -2.4935, -1.30865, -2.94308, -3.33634, 1.97063, 4.97008, -3.75666, 0.257933
739,6.34112, -2.76742, 3.7026, -0.2101, 4.25448, 4.14853, -2.85304, -3.10959, -1.86655, 4.46428, -3.73206, 4.39027, -1.04151, 3.39716, 1.63206, 0.930245, 1.78175, 3.73013, -2.35032, -3.07234, -3.0906, 4.78663, 1.1012, 1.71351, -2.58284, 2.3007, 3.10697, 2.01625, 3.54608, 5.4577, -2.48584, -1.31002, -2.94604, -3.35163, 1.97822, 4.98613, -3.76717, 0.257858
749,6.34332, -2.77394, 3.70769, -0.210722, 4.25452, 4.14942, -2.85415, -3.11096, -1.86585, 4.46836, -3.73693, 4.39554, -1.044, 3.40229, 1.63089, 0.930722, 1.78354, 3.73328, -2.34971, -3.07403, -3.09464, 4.79396, 1.11068, 1.72215, -2.59039, 2.30087, 3.10756, 2.01554, 3.55704, 5.46829, -2.47824, -1.31136, -2.94893, -3.3666, 1.98567, 5.00185, -3.77742, 0.257786
759,6.34548, -2.78033, 3.71267, -0.211341, 4.25457, 4.15029, -2.85522, -3.11228, -1.86517, 4.47237, -3.74169, 4.4007, -1.04646, 3.40732, 1.62972, 0.931172, 1.7853, 3.73635, -2.34909, -3.07569, -3.0986, 4.80117, 1.12, 1.73064, -2.59781, 2.30104, 3.10813, 2.01485, 3.5678, 5.47867, -2.47071, -1.31269, -2.95174, -3.38128, 1.99299, 5.01724, -3.78743, 0.257717
769,6.34759, -2.78657, 3.71756, -0.211957, 4.25465, 4.15113, -2.85627, -3.11355, -1.8645, 4.47629, -3.74636, 4.40576, -1.04889, 3.41227, 1.62856, 0.931598, 1.78702, 3.73934, -2.34848, -3.07732, -3.10248, 4.80826, 1.12915, 1.73897, -2.6051, 2.30119, 3.10868, 2.01418, 3.57836, 5.48885, -2.46325, -1.31399, -2.95448, -3.39568, 2.00017, 5.03232, -3.79721, 0.257651
779,6.34967, -2.79269, 3.72236, -0.212569, 4.25475, 4.15194, -2.85729, -3.11478, -1.86384, 4.48015, -3.75094, 4.41072, -1.05129, 3.41712, 1.62741, 0.932001, 1.78872, 3.74226, -2.34787, -3.07892, -3.10628, 4.81525, 1.13815, 1.74715, -2.61228, 2.30133, 3.10922, 2.01353, 3.58872, 5.49884, -2.45585, -1.31528, -2.95715, -3.4098, 2.00723, 5.04709, -3.80676, 0.257587
789,6.3517, -2.79868, 3.72707, -0.213179, 4.25486, 4.15274, -2.85829, -3.11596, -1.86319, 4.48393, -3.75542, 4.41559, -1.05367, 3.42188, 1.62627, 0.93238, 1.79039, 3.74511, -2.34725, -3.08049, -3.11001, 4.82214, 1.14699, 1.75519, -2.61934, 2.30147, 3.10973, 2.01289, 3.5989, 5.50864, -2.44851, -1.31654, -2.95975, -3.42366, 2.01416, 5.06157, -3.8161, 0.257525
799,6.3537, -2.80456, 3.73169, -0.213786, 4.255, 4.15351, -2.85926, -3.1171, -1.86256, 4.48764, -3.75982, 4.42037, -1.05602, 3.42656, 1.62514, 0.932738, 1.79202, 3.7479, -2.34664, -3.08204, -3.11367, 4.82892, 1.15568, 1.76309, -2.62629, 2.30159, 3.11023, 2.01228, 3.6089, 5.51825, -2.44124, -1.31779, -2.96229, -3.43727, 2.02098, 5.07576, -3.82523, 0.257466
809,6.35566, -2.81031, 3.73623, -0.214391, 4.25514, 4.15426, -2.8602, -3.1182, -1.86194, 4.49129, -3.76414, 4.42505, -1.05835, 3.43116, 1.62402, 0.933075, 1.79364, 3.75062, -2.34603, -3.08356, -3.11726, 4.8356, 1.16423, 1.77086, -2.63314, 2.30171, 3.11072, 2.01167, 3.61873, 5.52769, -2.43403, -1.31901, -2.96477, -3.45063, 2.02767, 5.08968, -3.83416, 0.257409
819,6.35758, -2.81596, 3.7407, -0.214993, 4.25531, 4.15499, -2.86113, -3.11926, -1.86132, 4.49487, -3.76838, 4.42966, -1.06065, 3.43568, 1.6229, 0.933391, 1.79522, 3.75328, -2.34542, -3.08505, -3.12078, 4.84218, 1.17263, 1.77849, -2.63988, 2.30182, 3.11119, 2.01109, 3.62839, 5.53697, -2.42689, -1.32022, -2.96719, -3.46375, 2.03426, 5.10334, -3.8429, 0.257354
829,6.35947, -2.82149, 3.74508, -0.215593, 4.25549, 4.15571, -2.86203, -3.12029, -1.86072, 4.49838, -3.77254, 4.43418, -1.06293, 3.44012, 1.6218, 0.933688, 1.79678, 3.75588, -2.3448, -3.08652, -3.12423, 4.84867, 1.1809, 1.78601, -2.64652, 2.30192, 3.11164, 2.01051, 3.63788, 5.54607, -2.4198, -1.32141, -2.96955, -3.47664, 2.04074, 5.11674, -3.85145, 0.257301
839,6.36133, -2.82692, 3.74939, -0.21619, 4.25568, 4.1564, -2.8629, -3.12128, -1.86012, 4.50184, -3.77662, 4.43862, -1.06519, 3.44449, 1.6207, 0.933966, 1.79832, 3.75842, -2.34419, -3.08797, -3.12762, 4.85507, 1.18904, 1.79339, -2.65307, 2.30202, 3.11208, 2.00995, 3.64722, 5.55502, -2.41277, -1.32258, -2.97185, -3.48931, 2.04711, 5.12989, -3.85982, 0.25725
849,6.36315, -2.83226, 3.75363, -0.216786, 4.25589, 4.15708, -2.86376, -3.12224, -1.85953, 4.50524, -3.78064, 4.44298, -1.06742, 3.44879, 1.61961, 0.934226, 1.79983, 3.76091, -2.34358, -3.0894, -3.13095, 4.86138, 1.19706, 1.80066, -2.65952, 2.30211, 3.11251, 2.00941, 3.6564, 5.56382, -2.4058, -1.32373, -2.9741, -3.50177, 2.05338, 5.1428, -3.86801, 0.257201
859,6.36494, -2.83749, 3.7578, -0.21738, 4.25611, 4.15774, -2.8646, -3.12317, -1.85895, 4.50858, -3.78458, 4.44727, -1.06963, 3.45302, 1.61853, 0.934468, 1.80132, 3.76334, -2.34297, -3.0908, -3.13422, 4.8676, 1.20494, 1.80782, -2.66587, 2.30219, 3.11292, 2.00887, 3.66544, 5.57246, -2.3989, -1.32486, -2.9763, -3.51403, 2.05955, 5.15548, -3.87604, 0.257153
869,6.3667, -2.84263, 3.76191, -0.217972, 4.25634, 4.15838, -2.86542, -3.12407, -1.85838, 4.51186, -3.78846, 4.45148, -1.07182, 3.45718, 1.61745, 0.934693, 1.80278, 3.76573, -2.34235, -3.09218, -3.13744, 4.87373, 1.21271, 1.81486, -2.67214, 2.30227, 3.11333, 2.00835, 3.67433, 5.58096, -2.39204, -1.32597, -2.97845, -3.52608, 2.06563, 5.16794, -3.8839, 0.257107
879,6.36844, -2.84768, 3.76594, -0.218563, 4.25658, 4.15901, -2.86621, -3.12493, -1.85781, 4.51509, -3.79227, 4.45563, -1.07399, 3.46127, 1.61638, 0.934902, 1.80423, 3.76806, -2.34174, -3.09354, -3.14059, 4.87979, 1.22036, 1.82179, -2.67832, 2.30234, 3.11372, 2.00783, 3.68308, 5.58932, -2.38525, -1.32707, -2.98055, -3.53794, 2.07161, 5.18018, -3.8916, 0.257063
889,6.37014, -2.85264, 3.76992, -0.219151, 4.25683, 4.15962, -2.86699, -3.12577, -1.85725, 4.51827, -3.79602, 4.45971, -1.07614, 3.46531, 1.61532, 0.935096, 1.80565, 3.77035, -2.34113, -3.09488, -3.14369, 4.88576, 1.2279, 1.82862, -2.68442, 2.30241, 3.1141, 2.00733, 3.69169, 5.59755, -2.37851, -1.32815, -2.9826, -3.54961, 2.0775, 5.19221, -3.89915, 0.25702
899,6.37181, -2.85751, 3.77383, -0.219739, 4.25709, 4.16022, -2.86775, -3.12659, -1.85669, 4.5214, -3.79971, 4.46372, -1.07826, 3.46928, 1.61427, 0.935274, 1.80705, 3.77259, -2.34051, -3.0962, -3.14674, 4.89165, 1.23532, 1.83535, -2.69044, 2.30247, 3.11447, 2.00683, 3.70017, 5.60564, -2.37182, -1.32921, -2.98461, -3.5611, 2.0833, 5.20403, -3.90655, 0.256978
909,6.37346, -2.8623, 3.77769, -0.220324, 4.25736, 4.16081, -2.8685, -3.12737, -1.85614, 4.52447, -3.80333, 4.46767, -1.08037, 3.47319, 1.61323, 0.935437, 1.80843, 3.77479, -2.3399, -3.09751, -3.14973, 4.89747, 1.24264, 1.84197, -2.69637, 2.30252, 3.11482, 2.00635, 3.70852, 5.6136, -2.36519, -1.33025, -2.98657, -3.57241, 2.08901, 5.21566, -3.91381, 0.256938
919,6.37508, -2.86701, 3.78148, -0.220909, 4.25763, 4.16138, -2.86922, -3.12814, -1.8556, 4.5275, -3.8069, 4.47156, -1.08246, 3.47704, 1.61219, 0.935587, 1.80979, 3.77694, -2.33928, -3.09879, -3.15268, 4.90322, 1.24985, 1.8485, -2.70223, 2.30257, 3.11517, 2.00587, 3.71675, 5.62144, -2.35861, -1.33128, -2.98849, -3.58355, 2.09465, 5.22709, -3.92092, 0.256899
929,6.37668, -2.87164, 3.78522, -0.221492, 4.25792, 4.16194, -2.86994, -3.12887, -1.85506, 4.53049, -3.81042, 4.47538, -1.08453, 3.48084, 1.61116, 0.935722, 1.81114, 3.77905, -2.33866, -3.10006, -3.15557, 4.90889, 1.25696, 1.85493, -2.70802, 2.30262, 3.11551, 2.00541, 3.72486, 5.62915, -2.35208, -1.3323, -2.99037, -3.59453, 2.1002, 5.23833, -3.92791, 0.256861
939,6.37825, -2.8762, 3.78891, -0.222073, 4.25821, 4.16248, -2.87063, -3.12959, -1.85453, 4.53342, -3.81388, 4.47915, -1.08658, 3.48459, 1.61014, 0.935845, 1.81246, 3.78112, -2.33805, -3.1013, -3.15842, 4.91449, 1.26397, 1.86127, -2.71373, 2.30266, 3.11584, 2.00495, 3.73284, 5.63675, -2.34561, -1.33329, -2.99221, -3.60534, 2.10567, 5.24939, -3.93475, 0.256824
949,6.3798, -2.88068, 3.79254, -0.222654, 4.25852, 4.16302, -2.87131, -3.13028, -1.854, 4.53632, -3.81729, 4.48286, -1.08861, 3.48828, 1.60912, 0.935955, 1.81376, 3.78315, -2.33743, -3.10254, -3.16122, 4.92002, 1.27088, 1.86753, -2.71936, 2.3027, 3.11616, 2.0045, 3.74071, 5.64423, -2.33919, -1.33427, -2.99401, -3.616, 2.11107, 5.26028, -3.94148, 0.256789
959,6.38132, -2.88509, 3.79612, -0.223233, 4.25882, 4.16354, -2.87197, -3.13096, -1.85347, 4.53917, -3.82064, 4.48652, -1.09063, 3.49192, 1.60812, 0.936052, 1.81505, 3.78514, -2.33681, -3.10375, -3.16398, 4.92549, 1.2777, 1.87369, -2.72493, 2.30274, 3.11647, 2.00405, 3.74847, 5.6516, -2.33281, -1.33524, -2.99578, -3.62651, 2.11639, 5.27099, -3.94807, 0.256754
969,6.38282, -2.88944, 3.79965, -0.223811, 4.25914, 4.16405, -2.87262, -3.13161, -1.85295, 4.54198, -3.82395, 4.49012, -1.09262, 3.4955, 1.60711, 0.936138, 1.81632, 3.7871, -2.33619, -3.10495, -3.16669, 4.93089, 1.28443, 1.87977, -2.73044, 2.30277, 3.11677, 2.00362, 3.75612, 5.65886, -2.32649, -1.33618, -2.9975, -3.63687, 2.12163, 5.28154, -3.95455, 0.256721
979,6.3843, -2.89371, 3.80314, -0.224388, 4.25946, 4.16454, -2.87326, -3.13224, -1.85243, 4.54474, -3.82721, 4.49367, -1.0946, 3.49904, 1.60612, 0.936212, 1.81758, 3.78901, -2.33557, -3.10613, -3.16936, 4.93622, 1.29107, 1.88577, -2.73587, 2.3028, 3.11707, 2.00319, 3.76367, 5.66602, -2.32022, -1.33712, -2.9992, -3.64709, 2.12681, 5.29192, -3.96091, 0.256688
989,6.38576, -2.89792, 3.80657, -0.224964, 4.25978, 4.16503, -2.87388, -3.13285, -1.85192, 4.54747, -3.83042, 4.49717, -1.09656, 3.50254, 1.60513, 0.936274, 1.81881, 3.7909, -2.33495, -3.1073, -3.17199, 4.94149, 1.29762, 1.89168, -2.74124, 2.30282, 3.11736, 2.00276, 3.77111, 5.67307, -2.31399, -1.33804, -3.00085, -3.65716, 2.13191, 5.30214, -3.96715, 0.256657
999,6.38719, -2.90207, 3.80996, -0.225539, 4.26012, 4.16551, -2.87449, -3.13345, -1.85141, 4.55016, -3.83359, 4.50062, -1.09851, 3.50598, 1.60415, 0.936326, 1.82004, 3.79275, -2.33433, -3.10845, -3.17457, 4.9467, 1.30408, 1.89752, -2.74655, 2.30284, 3.11764, 2.00235, 3.77845, 5.68002, -2.30781, -1.33894, -3.00248, -3.66711, 2.13695, 5.31221, -3.97328, 0.256626
1009,6.38861, -2.90615, 3.81331, -0.226113, 4.26045, 4.16598, -2.87508, -3.13403, -1.8509, 4.55281, -3.83671, 4.50403, -1.10044, 3.50938, 1.60317, 0.936368, 1.82124, 3.79457, -2.3337, -3.10959, -3.17712, 4.95185, 1.31046, 1.90328, -2.7518, 2.30286, 3.11791, 2.00194, 3.78569, 5.68687, -2.30168, -1.33983, -3.00407, -3.67691, 2.14192, 5.32213, -3.97931, 0.256596
1019,6.39, -2.91017, 3.81661, -0.226686, 4.2608, 4.16644, -2.87567, -3.13459, -1.85039, 4.55543, -3.83979, 4.50738, -1.10235, 3.51274, 1.6022, 0.936399, 1.82243, 3.79635, -2.33308, -3.11071, -3.17963, 4.95695, 1.31676, 1.90896, -2.75698, 2.30287, 3.11817, 2.00153, 3.79283, 5.69363, -2.29559, -1.34071, -3.00563, -3.68659, 2.14683, 5.33191, -3.98523, 0.256567
1029,6.39138, -2.91414, 3.81987, -0.227258, 4.26114, 4.16688, -2.87624, -3.13513, -1.84989, 4.558, -3.84283, 4.51069, -1.10425, 3.51605, 1.60124, 0.936421, 1.82361, 3.79811, -2.33246, -3.11182, -3.1821, 4.96198, 1.32298, 1.91457, -2.76211, 2.30289, 3.11843, 2.00113, 3.79988, 5.7003, -2.28955, -1.34157, -3.00716, -3.69615, 2.15167, 5.34154, -3.99105, 0.256539
1039,6.39273, -2.91804, 3.82308, -0.227829, 4.26149, 4.16732, -2.87679, -3.13566, -1.84939, 4.56055, -3.84583, 4.51396, -1.10614, 3.51932, 1.60028, 0.936433, 1.82477, 3.79983, -2.33183, -3.11291, -3.18453, 4.96696, 1.32913, 1.92011, -2.76718, 2.3029, 3.11868, 2.00074, 3.80684, 5.70687, -2.28356, -1.34241, -3.00866, -3.70558, 2.15646, 5.35103, -3.99677, 0.256511
1049,6.39407, -2.92189, 3.82626, -0.228399, 4.26185, 4.16775, -2.87734, -3.13617, -1.8489, 4.56306, -3.84878, 4.51718, -1.108, 3.52255, 1.59933, 0.936436, 1.82592, 3.80153, -2.33121, -3.11399, -3.18693, 4.97188, 1.3352, 1.92558, -2.7722, 2.3029, 3.11893, 2.00035, 3.81371, 5.71335, -2.27761, -1.34325, -3.01013, -3.71489, 2.16118, 5.36039, -4.00239, 0.256485
1059,6.39539, -2.92569, 3.8294, -0.228968, 4.2622, 4.16817, -2.87788, -3.13667, -1.84841, 4.56553, -3.8517, 4.52036, -1.10986, 3.52574, 1.59839, 0.936431, 1.82705, 3.80319, -2.33058, -3.11506, -3.18929, 4.97675, 1.34119, 1.93098, -2.77716, 2.30291, 3.11917, 1.99997, 3.82049, 5.71975, -2.2717, -1.34407, -3.01157, -3.72409, 2.16584, 5.36961, -4.00791, 0.256459
1069,6.39669, -2.92943, 3.83249, -0.229536, 4.26257, 4.16859, -2.8784, -3.13715, -1.84792, 4.56798, -3.85458, 4.5235, -1.1117, 3.52889, 1.59745, 0.936416, 1.82817, 3.80483, -2.32995, -3.11612, -3.19161, 4.98157, 1.34711, 1.93632, -2.78206, 2.30291, 3.1194, 1.99959, 3.82718, 5.72607, -2.26583, -1.34487, -3.01299, -3.73317, 2.17045, 5.37871, -4.01335, 0.256433
1079,6.39797, -2.93312, 3.83556, -0.230103, 4.26293, 4.16899, -2.87891, -3.13762, -1.84743, 4.57039, -3.85742, 4.5266, -1.11352, 3.532, 1.59652, 0.936393, 1.82927, 3.80644, -2.32933, -3.11716, -3.19391, 4.98634, 1.35296, 1.94159, -2.78692, 2.30291, 3.11963, 1.99922, 3.8338, 5.7323, -2.26001, -1.34567, -3.01437, -3.74215, 2.175, 5.38767, -4.01869, 0.256409
1089,6.39924, -2.93677, 3.83858, -0.23067, 4.2633, 4.16939, -2.87942, -3.13808, -1.84694, 4.57277, -3.86023, 4.52965, -1.11533, 3.53508, 1.59559, 0.936362, 1.83037, 3.80803, -2.3287, -3.11819, -3.19617, 4.99106, 1.35874, 1.94679, -2.79172, 2.30291, 3.11985, 1.99885, 3.84033, 5.73845, -2.25423, -1.34645, -3.01574, -3.75101, 2.17949, 5.39652, -4.02394, 0.256385
1099,6.40049, -2.94036, 3.84157, -0.231235, 4.26367, 4.16978, -2.87991, -3.13852, -1.84646, 4.57512, -3.863, 4.53267, -1.11713, 3.53812, 1.59467, 0.936324, 1.83145, 3.80959, -2.32807, -3.11921, -3.1984, 4.99572, 1.36446, 1.95194, -2.79647, 2.30291, 3.12007, 1.99849, 3.84678, 5.74452, -2.24849, -1.34722, -3.01707, -3.75977, 2.18393, 5.40525, -4.02912, 0.256361
1109,6.40172, -2.9439, 3.84452, -0.2318, 4.26405, 4.17016, -2.88039, -3.13895, -1.84598, 4.57744, -3.86574, 4.53566, -1.11891, 3.54112, 1.59375, 0.936277, 1.83252, 3.81113, -2.32744, -3.12022, -3.20059, 5.00034, 1.37011, 1.95702, -2.80118, 2.3029, 3.12028, 1.99813, 3.85315, 5.75051, -2.2428, -1.34797, -3.01838, -3.76843, 2.18832, 5.41386, -4.0342, 0.256338
1119,6.40294, -2.9474, 3.84744, -0.232364, 4.26442, 4.17053, -2.88087, -3.13937, -1.8455, 4.57973, -3.86844, 4.5386, -1.12068, 3.54409, 1.59284, 0.936224, 1.83357, 3.81264, -2.32681, -3.12121, -3.20276, 5.00491, 1.37569, 1.96205, -2.80584, 2.30289, 3.12049, 1.99777, 3.85945, 5.75643, -2.23714, -1.34872, -3.01967, -3.77699, 2.19266, 5.42235, -4.03921, 0.256316
1129,6.40415, -2.95085, 3.85032, -0.232928, 4.2648, 4.1709, -2.88133, -3.13977, -1.84503, 4.58199, -3.87111, 4.54151, -1.12244, 3.54702, 1.59194, 0.936163, 1.83462, 3.81412, -2.32618, -3.1222, -3.2049, 5.00944, 1.38121, 1.96701, -2.81045, 2.30289, 3.12069, 1.99742, 3.86567, 5.76228, -2.23152, -1.34945, -3.02093, -3.78545, 2.19694, 5.43074, -4.04413, 0.256294
1139,6.40533, -2.95426, 3.85317, -0.23349, 4.26519, 4.17126, -2.88179, -3.14017, -1.84455, 4.58423, -3.87375, 4.54439, -1.12419, 3.54993, 1.59104, 0.936095, 1.83565, 3.81559, -2.32555, -3.12317, -3.20701, 5.01392, 1.38667, 1.97192, -2.81501, 2.30287, 3.12088, 1.99707, 3.87182, 5.76805, -2.22594, -1.35017, -3.02217, -3.79381, 2.20118, 5.43901, -4.04898, 0.256273
1149,6.4065, -2.95762, 3.85599, -0.234052, 4.26557, 4.17161, -2.88223, -3.14055, -1.84408, 4.58644, -3.87636, 4.54723, -1.12592, 3.55279, 1.59015, 0.93602, 1.83667, 3.81703, -2.32492, -3.12414, -3.20909, 5.01836, 1.39207, 1.97677, -2.81953, 2.30286, 3.12108, 1.99673, 3.8779, 5.77376, -2.2204, -1.35087, -3.02339, -3.80208, 2.20537, 5.44718, -4.05375, 0.256252
1159,6.40766, -2.96094, 3.85878, -0.234612, 4.26596, 4.17196, -2.88267, -3.14092, -1.84361, 4.58862, -3.87893, 4.55004, -1.12764, 3.55563, 1.58926, 0.935939, 1.83768, 3.81845, -2.32429, -3.12509, -3.21114, 5.02275, 1.39741, 1.98157, -2.82401, 2.30285, 3.12126, 1.99639, 3.88391, 5.77939, -2.2149, -1.35157, -3.02459, -3.81025, 2.20951, 5.45524, -4.05845, 0.256232
